id_origen,id_destino,titulo_origen,titulo_destino,peso,similitud_porcentaje,direccion
116,1250,Computational Strategies for Tracing Post-Limit-Po,Assessing debate strategies via computational agen,0.692934,69.3%,116 → 1250
116,9540,Computational Strategies for Tracing Post-Limit-Po,Integrative Computational and Bioactivity-Guided S,0.693499,69.3%,116 → 9540
116,8549,Computational Strategies for Tracing Post-Limit-Po,Genomic strategies for drug repurposing,0.711809,71.2%,116 → 8549
117,8234,Computing turbulent flow in complex geometries on ,Chemically reactive and mixed convective hybrid na,0.62255,62.3%,117 → 8234
118,5228,Conversations With Self and Settings: A Framework ,Interruptions: Thinking-in-Action in Teacher Educa,0.604556,60.5%,118 → 5228
119,1253,Fast rotation of volume data on parallel architect,Best-effort computing: Re-thinking parallel softwa,0.621469,62.1%,119 → 1253
119,258,Fast rotation of volume data on parallel architect,Parallel rendering techniques for massively parall,0.641731,64.2%,119 → 258
119,1815,Fast rotation of volume data on parallel architect,Outage minimization for parallel fading channels w,0.663237,66.3%,119 → 1815
119,1686,Fast rotation of volume data on parallel architect,A Paradigm of Extensions of Parallel Execution Mod,0.672344,67.2%,119 → 1686
119,178,Fast rotation of volume data on parallel architect,Performance of a fully parallel sparse solver,0.719177,71.9%,119 → 178
119,196,Fast rotation of volume data on parallel architect,Data-parallel primitives for spatial operations us,0.72508,72.5%,119 → 196
119,2701,Fast rotation of volume data on parallel architect,Parallel program = operator + schedule + parallel ,0.773615,77.4%,119 → 2701
120,2367,Financial Simulations On a Massively Parallel Conn,Parallel solutions of static Hamilton-Jacobi equat,0.612261,61.2%,120 → 2367
120,5133,Financial Simulations On a Massively Parallel Conn,Epistemological aspects of computational simulatio,0.651558,65.2%,120 → 5133
120,542,Financial Simulations On a Massively Parallel Conn,Software Project Management and Quality Engineerin,0.65506,65.5%,120 → 542
120,7486,Financial Simulations On a Massively Parallel Conn,Ensemble rainfall–runoff and inundation simulation,0.66228,66.2%,120 → 7486
124,6788,Visualization of structural information: automatic,"Machine, Information, and Culture: The Structural ",0.699613,70.0%,124 → 6788
125,1,A Computational Treatment of Stress in Greek Infle,Chapter VIII Computational Technics,0.709915,71.0%,125 → 1
125,2,A Computational Treatment of Stress in Greek Infle,Chapter VI: Computational Technics,0.709915,71.0%,125 → 2
125,159,A Computational Treatment of Stress in Greek Infle,The Center for Computational Sciences At Oak Ridge,0.709915,71.0%,125 → 159
125,24,A Computational Treatment of Stress in Greek Infle,Book Reviews : James L. Bruning and B. L. Kintz. C,0.709915,71.0%,125 → 24
125,0,A Computational Treatment of Stress in Greek Infle,Chapter VIII: Computational Technics,0.709915,71.0%,125 → 0
125,3176,A Computational Treatment of Stress in Greek Infle,‘Machines don’t have instincts’: Articulating the ,0.714143,71.4%,125 → 3176
125,2675,A Computational Treatment of Stress in Greek Infle,Micro-cleavages and violence in civil wars: A comp,0.720483,72.0%,125 → 2675
125,6714,A Computational Treatment of Stress in Greek Infle,Glitch epistemologies for computational cities,0.731102,73.1%,125 → 6714
126,0,A computational alternative to the Piagetian infan,Chapter VIII: Computational Technics,0.632646,63.3%,126 → 0
126,24,A computational alternative to the Piagetian infan,Book Reviews : James L. Bruning and B. L. Kintz. C,0.632646,63.3%,126 → 24
126,159,A computational alternative to the Piagetian infan,The Center for Computational Sciences At Oak Ridge,0.632646,63.3%,126 → 159
126,3176,A computational alternative to the Piagetian infan,‘Machines don’t have instincts’: Articulating the ,0.636414,63.6%,126 → 3176
126,2675,A computational alternative to the Piagetian infan,Micro-cleavages and violence in civil wars: A comp,0.642063,64.2%,126 → 2675
126,6714,A computational alternative to the Piagetian infan,Glitch epistemologies for computational cities,0.651527,65.2%,126 → 6714
126,125,A computational alternative to the Piagetian infan,A Computational Treatment of Stress in Greek Infle,0.660503,66.1%,126 → 125
126,4234,A computational alternative to the Piagetian infan,2 COMPUTATIONAL METHODS,0.731921,73.2%,126 → 4234
130,3802,Assessing Critical Thinking in Mathematics,Discipline-Specific Critical Thinking Curriculum w,0.62438,62.4%,130 → 3802
130,9298,Assessing Critical Thinking in Mathematics,Cosmic imperatives: critical thinking beyond the e,0.630935,63.1%,130 → 9298
131,1491,Book Review: Olfaction: A model system for computa,"Book review: Jaron Lanier, You Are Not a Gadget: A",0.604186,60.4%,131 → 1491
131,3625,Book Review: Olfaction: A model system for computa,A review of some geometric integrators,0.605998,60.6%,131 → 3625
131,501,Book Review: Olfaction: A model system for computa,A Review of Score Reliability: Contemporary Thinki,0.616772,61.7%,131 → 501
131,167,Book Review: Olfaction: A model system for computa,Book Review: Phantoms and Computational Models in ,0.696584,69.7%,131 → 167
131,4982,Book Review: Olfaction: A model system for computa,Book Review: The Age of Disruption: Technology and,0.707871,70.8%,131 → 4982
131,660,Book Review: Olfaction: A model system for computa,Book Review: Computational and Quantitative Studie,0.825704,82.6%,131 → 660
131,661,Book Review: Olfaction: A model system for computa,Book Review: Computational statistics,0.858753,85.9%,131 → 661
132,125,COALA-A computational system for interlanguage ana,A Computational Treatment of Stress in Greek Infle,0.60602,60.6%,132 → 125
132,2770,COALA-A computational system for interlanguage ana,The Hyper-Modular Associative Mind: A Computationa,0.638879,63.9%,132 → 2770
133,3614,Combined Bending and Thermal Fatigue of High-Tempe,A computational simulation study on the dynamic re,0.652136,65.2%,133 → 3614
134,8588,Computer-Assisted Thinking Tools: Problem Solving ,Identification of Problem-Solving Techniques in Co,0.630855,63.1%,134 → 8588
134,2434,Computer-Assisted Thinking Tools: Problem Solving ,The acquisition of problem solving competence: evi,0.6371,63.7%,134 → 2434
134,6617,Computer-Assisted Thinking Tools: Problem Solving ,"Designing Divergent Thinking, Creative Problem Sol",0.639791,64.0%,134 → 6617
134,4262,Computer-Assisted Thinking Tools: Problem Solving ,A National INCLUDES Alliance Effort to Integrate P,0.649658,65.0%,134 → 4262
134,2613,Computer-Assisted Thinking Tools: Problem Solving ,Environment for problem solving in engineering hig,0.649663,65.0%,134 → 2613
134,538,Computer-Assisted Thinking Tools: Problem Solving ,Problem solving based technical drawing education,0.663948,66.4%,134 → 538
134,4390,Computer-Assisted Thinking Tools: Problem Solving ,"Complex Problem Solving as a Construct of Inquiry,",0.673414,67.3%,134 → 4390
134,8684,Computer-Assisted Thinking Tools: Problem Solving ,Math Word Problem Solving with Dual Solving Thinki,0.701136,70.1%,134 → 8684
137,1031,Models of access delays in multiprocessor memories,Anonymous Biometric Access Control,0.629145,62.9%,137 → 1031
137,6270,Models of access delays in multiprocessor memories,The question of access: Toward an equitable future,0.630714,63.1%,137 → 6270
139,1277,Particle simulation on heterogeneous distributed s,Design and Simulation of Human Conversational Mode,0.608717,60.9%,139 → 1277
140,3058,Quasipolynomial size circuit classes,On the Computational Complexity of Partial Word Au,0.601939,60.2%,140 → 3058
140,3266,Quasipolynomial size circuit classes,Computational Complexity on the Blackboard,0.607336,60.7%,140 → 3266
141,75,Simulation of particle mixing by turbulent convect,A cellular automata simulation of two-phase flow o,0.674039,67.4%,141 → 75
143,178,The performance realities of massively parallel pr,Performance of a fully parallel sparse solver,0.623477,62.3%,143 → 178
145,5772,A Tutorial on Fuzzy Rule-Based Expert Systems (FRB,Critical Thinking About Explainable AI (XAI) for R,0.610315,61.0%,145 → 5772
145,2673,A Tutorial on Fuzzy Rule-Based Expert Systems (FRB,Mathematical modeling and computational study of t,0.613776,61.4%,145 → 2673
145,6569,A Tutorial on Fuzzy Rule-Based Expert Systems (FRB,Constrained Pythagorean Fuzzy Sets and Its Similar,0.618193,61.8%,145 → 6569
145,6711,A Tutorial on Fuzzy Rule-Based Expert Systems (FRB,Generalized variational inequalities for linguisti,0.649722,65.0%,145 → 6711
145,1148,A Tutorial on Fuzzy Rule-Based Expert Systems (FRB,Qualification and quantification of fuzzy linguist,0.693191,69.3%,145 → 1148
145,499,A Tutorial on Fuzzy Rule-Based Expert Systems (FRB,/spl epsiv/-insensitive fuzzy c-regression models:,0.697727,69.8%,145 → 499
145,4807,A Tutorial on Fuzzy Rule-Based Expert Systems (FRB,Two computational formulae for similarity measures,0.698575,69.9%,145 → 4807
145,250,A Tutorial on Fuzzy Rule-Based Expert Systems (FRB,Interpolation of fuzzy knowledge: a model of human,0.743063,74.3%,145 → 250
147,1975,Computational Issues in the Statistical Design and,Computational Toxicology is Now Inseparable from E,0.632013,63.2%,147 → 1975
148,1036,Computer simulation and circuit analysis,Are simulation standards in our future?,0.635196,63.5%,148 → 1036
148,2576,Computer simulation and circuit analysis,Consciousness,0.635842,63.6%,148 → 2576
148,716,Computer simulation and circuit analysis,Numerical simulation of tsunamis generated by cald,0.636104,63.6%,148 → 716
148,5687,Computer simulation and circuit analysis,Assessing the accuracy of record linkages with Mar,0.637616,63.8%,148 → 5687
148,2358,Computer simulation and circuit analysis,Numerical simulation of resonant scattering of ene,0.654354,65.4%,148 → 2358
148,1629,Computer simulation and circuit analysis,Research on workflow simulation oriented enterpris,0.656835,65.7%,148 → 1629
148,460,Computer simulation and circuit analysis,Designing simulation projects,0.670183,67.0%,148 → 460
148,3500,Computer simulation and circuit analysis,Teaching at the intersection of simulation and the,0.679851,68.0%,148 → 3500
149,1116,Experiments with a gigabit neuroscience applicatio,Multifrequency and Multistatic Inverse Synthetic A,0.613072,61.3%,149 → 1116
152,7586,Management approach for better energy productivity,Home Energy Management Systems: A Review of the Co,0.60058,60.1%,152 → 7586
152,1635,Management approach for better energy productivity,Smart transition management to smarten energy syst,0.609372,60.9%,152 → 1635
152,7759,Management approach for better energy productivity,Plugged-in electric vehicle-assisted demand respon,0.639479,63.9%,152 → 7759
152,4510,Management approach for better energy productivity,Factors causing peak energy consumption of reefers,0.64703,64.7%,152 → 4510
152,681,Management approach for better energy productivity,Electron temperature variation associated with the,0.651349,65.1%,152 → 681
153,178,NAS parallel benchmark results,Performance of a fully parallel sparse solver,0.621785,62.2%,153 → 178
154,6282,Pareto-Optimization in Computational Electromagnet,Topology optimization subject to additive manufact,0.631162,63.1%,154 → 6282
154,1817,Pareto-Optimization in Computational Electromagnet,Power spectrum optimization for interference mitig,0.641246,64.1%,154 → 1817
154,6390,Pareto-Optimization in Computational Electromagnet,A comparison of mixed-variables Bayesian optimizat,0.685447,68.5%,154 → 6390
154,5754,Pareto-Optimization in Computational Electromagnet,Computational optimization of a hydrogen direct-in,0.693849,69.4%,154 → 5754
155,2480,Path-Sum Formulas in Transmission-Line Network Ana,A Network is a Network is a Network: Reflections o,0.60044,60.0%,155 → 2480
155,7077,Path-Sum Formulas in Transmission-Line Network Ana,Trophic analysis of a historical network reveals t,0.666901,66.7%,155 → 7077
159,4371,The Center for Computational Sciences At Oak Ridge,COMPUTATIONAL THINKING,0.776247,77.6%,159 → 4371
159,2648,The Center for Computational Sciences At Oak Ridge,Introduction to the Series on Computational Psychi,0.850508,85.1%,159 → 2648
159,240,The Center for Computational Sciences At Oak Ridge,Computational Astronomy: Five Centuries of Finding,0.8692,86.9%,159 → 240
159,2857,The Center for Computational Sciences At Oak Ridge,Advances in Validation of Computational Mechanics ,0.921704,92.2%,159 → 2857
160,107,The Zen of fuzzy logic and neural networks,"Information, uncertainty and intelligence (hard lo",0.613362,61.3%,160 → 107
160,1107,The Zen of fuzzy logic and neural networks,Machinery Fault Diagnosis System Based on Fuzzy Ne,0.615685,61.6%,160 → 1107
160,398,The Zen of fuzzy logic and neural networks,"Interval-valued statistics, fuzzy logic, and their",0.626395,62.6%,160 → 398
160,3400,The Zen of fuzzy logic and neural networks,Keynote speakers: From fuzzy logic to neutrosophic,0.71652,71.7%,160 → 3400
162,178,Wrestling the future from the past: the transition,Performance of a fully parallel sparse solver,0.653831,65.4%,162 → 178
162,1253,Wrestling the future from the past: the transition,Best-effort computing: Re-thinking parallel softwa,0.654607,65.5%,162 → 1253
163,4654,An Initial Parametric Study on Fluid Flow Through ,Performance comparison of a structured bed reactor,0.75571,75.6%,163 → 4654
163,3143,An Initial Parametric Study on Fluid Flow Through ,The use of computational fluid dynamics in the ana,0.76596,76.6%,163 → 3143
163,289,An Initial Parametric Study on Fluid Flow Through ,Equations for a Ventilation Design Derived from Co,0.772211,77.2%,163 → 289
163,507,An Initial Parametric Study on Fluid Flow Through ,Analysis of Thermal Comfort Near Cold Vertical Sur,0.773066,77.3%,163 → 507
163,1194,An Initial Parametric Study on Fluid Flow Through ,The effect of ring baffles on the hydrodynamics of,0.7775,77.8%,163 → 1194
